variable,spatial_unit,temporal_unit,measurement_date,availability_date,independence_from_funding,coverage_limitation,timing_risk,source_url,agrn,event_name,disaster_start_date,source_id,observed_values_joined,eligible_LGA_coverage_fraction,missingness,pre_decision_coverage_verified,event_applicability
evacuations_displacement,Warning polygon / evacuation centre / locality,incident time,event observation timestamp; not recovered,Some incident updates; national consistent historical vector not recovered,Potentially independent operational records,Evacuation order not count of displaced residents; council/event coverage unquantified,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.disasterassist.gov.au/Pages/disasters/current-disasters/Tasmania/tasmanian-severe-weather-oct-2022-onwards.aspx,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,tas1038,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
essential_infrastructure_damage,Asset/site or NIAM recovery domain,assessment time,event observation timestamp; not recovered,State impact requests may hold this; public event-wide availability not established,Only if independently assessed rather than inferred from paid claims,Need pre-decision asset damage and assessment protocol; later reconstruction spending excluded,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.nema.gov.au/sites/default/files/2024-08/drfa-2018-guideline-3-category-c-assessment-framework.pdf,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,guideline_c,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
business_agricultural_impact,Affected enterprise / sector / region,assessment time,event observation timestamp; not recovered,State Category C request/impact evidence not recovered,Potentially independent if includes all assessed businesses; applications selected,Do not use grant recipients or amounts as need; denominator of directly impacted enterprises required,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.nema.gov.au/sites/default/files/2024-08/drfa-2018-guideline-3-category-c-assessment-framework.pdf,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,guideline_c,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
population,LGA / SA1,Census or annual population estimate,Census reference date or pre-event annual estimate,Release-specific; 2021 first release 2022-06-28,Independent baseline structure,"Stock covariate, not event impact; boundary vintage must match",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/census/guide-census-data/2021-census-product-release-guide,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,abs_census_release,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
remoteness,ABS Remoteness Areas aggregated to council,ASGS vintage,event observation timestamp; not recovered,Exact selected RA vintage release not audited,Independent baseline structure,SAL documentation is geography lead only; LGA may span multiple remoteness classes; no arbitrary single class,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/non-abs-structures/suburbs-and-localities,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,abs_sal,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
socioeconomic_disadvantage,LGA / SA1,2021 Census,2021-08-10,2023-04-27,Independent published baseline,"SEIFA is an existing statistical index, not a new need index; cannot use 2021 for pre-August-2021 onset",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/statistics/detailed-methodology-information/concepts-sources-methods/socio-economic-indexes-areas-seifa-technical-paper/2021,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,seifa2021,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
infrastructure_scale,Council / asset class,prior financial year,event observation timestamp; not recovered,Frozen NSW fiscal road km observed; nationwide coverage unresolved,Predisaster road length is separate from disaster loss,NSW fiscal coverage only; differing road scope; use separate classes not combined need score,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/census/guide-census-data/2021-census-product-release-guide,1094,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),2023-12-24,abs_census_release,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
flood_extent,Landsat pixel then event footprint × LGA,individual satellite acquisition,event observation timestamp; not recovered,Product/scene processing dates not recovered,Physical sensor observations independent of grant decisions,"Cloud, shadow, revisit timing and missed peaks; surface water is not automatically flood damage or maximum extent",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://knowledge.dea.ga.gov.au/data/product/dea-water-observations-landsat/,1144,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,dea_water,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
flood_depth,Depth surface / asset site,event peak,event observation timestamp; not recovered,No verified consistent national event-depth source,Would be independent if modelled from hydrology without grant outcomes,DEA surface-water classification does not measure depth; elevation/hydraulic model and validation required,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://knowledge.dea.ga.gov.au/data/product/dea-water-observations-landsat/,1144,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,dea_water,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
fire_extent_severity,"NSW mapped fire polygons/pixels, then LGA",fire / seasonal mapped release,event observation timestamp; not recovered,Seasonal reports; event-specific release dates unresolved,Remote sensing independent of assistance,"NSW-only, seasonal aggregates must not be assigned to a single AGRN; other states need matched fire footprints",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.environment.nsw.gov.au/topics/animals-and-plants/native-vegetation/landcover-science/fire-extent-and-severity-maps,1144,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,fesmsource,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,Hazard relevance requires event fire record; NSW FESM is NSW only; other states need their own product
cyclone_wind,Best-track point / station or windfield,storm timestamp,event observation timestamp; not recovered,Best tracks are post-event reanalysis; issuance dates required,Weather observations independent of funding,Track distance is not measured LGA wind damage; retrospective best track may follow approval,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.bom.gov.au/cyclone/tropical-cyclone-knowledge-centre/databases/,1144,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,bom_tracks,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,Cyclone components only; no claim that track alone measures local wind damage
rainfall,Weather station / gridded rainfall,daily / event accumulation,event observation timestamp; not recovered,BOM observation/product publication audit outstanding,Meteorological measurements independent,"Cyclone archive is a lead, not an extracted all-event rainfall dataset; station completeness required",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.bom.gov.au/cyclone/tropical-cyclone-knowledge-centre/databases/,1144,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,bom_tracks,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
infrastructure_exposed,Dated road/building/asset inventory intersected with footprint,pre-event stock × event,event observation timestamp; not recovered,No common dated asset layer recovered,Pre-event inventory potentially independent,Population/building exposure is not damage; road inventories differ across states,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/census/guide-census-data/2021-census-product-release-guide,1144,AGRN 1144 - Tasmania Severe Weather Event (commencing 26 August 2024),2024-08-26,abs_census_release,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
